Demand ID,DF_region,DF_daytype,DF1,DF2,DF3,DF4,DF5,DF6,DF7,DF8,DF9,DF10,DF11,DF12
D19,LATAM,Weekday,,-0.5999530642622719,0.9868272043916306,0.05419467513069881,0.35190744273261654,-1.5879695088078003,-0.8469513493629065,1.0845702624154838,-1.2038266452453983,1.1785308940300598,-1.0306658539867677,0.2992183280046312
D20,EU,Weekday,,0.19662030046938397,-0.8996378247378555,-0.25660542872430736,1.6725477657523191,-0.37526964620246095,2.0367947804284854,-0.45879339774744726,-1.1757696594945186,0.0750524988025546,-0.40899021503626826,1.756531982972958
D21,NA,Weekday,0.860923068588955,1.181273982805545,0.6316701712585887,2.4709971110767017,0.7943025166472251,0.5313528780883513,-0.8293985972081677,-0.9093038342550448,0.18423593356884393,0.9977381754488336,1.1169590406661698,-0.9440005414502601
D22,EU,Weekend,0.5314067039673245,0.19334599692989032,-1.1182635832284737,0.5118455817801992,-2.270566289057873,0.26316354598898556,2.471313493673772,-1.0198852016126243,0.01875261496877628,-1.8942642236062688,-0.7550016557819287,0.7561977395834237
D23,APAC,Weekday,-1.042462005800141,-0.03425814295827893,-0.3551682991253563,-0.3784283679264714,0.1906486884846215,0.48439629391143707,1.2302677544535274,0.8329706228846139,-0.5649417518483311,1.4146960132546782,1.248281217180286,-1.5589480991668634
D24,NA,Weekend,0.6652325921965275,0.825595171805689,0.966318832646851,0.5471752988886776,-1.297183264829064,-0.26763433320209956,-2.07020655646841,-0.15789255356057583,2.0289426240766937,0.6815708850036828,0.8362035824966512,-0.5134880466237681
D25,NA,Weekday,-1.0157366056598205,-1.0702709004480073,0.12391265760081326,-0.8030158823380328,-0.6376357468054753,1.1444956396893489,-1.640901914140582,-1.3140035805745005,-0.5103525097314976,-0.09986088393758402,-0.1295067638317079,-1.3967050586171634
D26,EU,Weekday,0.1938093509258137,-0.1292927281980747,0.35447909430242963,-1.0828726365038424,0.2449392347635474,0.22082079091256143,-0.6604324844709002,-0.2185351507014827,-0.5559990123679979,1.3563810116765411,-3.1196086260734055,-1.447671697263898
D27,NA,Weekday,-1.705785394516336,-0.378119922748151,-0.6784939159254781,-0.41124593446510754,0.7190126436833633,-1.6325194769619005,-0.8456936310071798,-0.22310005847959705,-1.2022183196632534,0.3699876831510077,0.3299973578106702,-0.7104466107613422
D28,NA,Weekend,-1.7711071622729853,1.6008358472529163,0.471098065321841,0.4237506251145248,0.07226048142276155,-0.0073469666242047,0.8310756729153775,-0.015605524912252944,-0.6309063383981877,0.7095013848253143,0.05969517075518206,-0.7724757474113891
D29,NA,Weekday,-0.9062390936249864,1.1654792821513025,0.631047402149572,1.9755185797460382,-0.5266551963772884,-0.7435405866028445,0.4038905714156576,1.379406853359054,0.5967524014409582,0.4331530723532702,1.8869880656607085,-0.7433909389259292
D30,EU,Weekday,-1.2479490199884662,-0.7446183164877919,-0.31685698868306206,0.373351314048129,1.0219603518880207,0.4056097228286869,1.523313749785479,-0.8275081282340309,1.9054954610443966,-0.8120216931775611,1.1707362367212242,-0.937842966657619
D31,EU,Weekday,0.3432670066780496,0.050898410171773455,0.5175596454464413,0.7514247640553599,,-0.06682367759197934,0.23911171831947,-1.305008143963657,-0.7312364397819483,-1.624406841829142,0.005250509615052082,2.2221569607036886
D32,APAC,Weekday,0.7413092236656039,-0.8654297067274401,-0.7076846958564911,0.9758987636783604,-0.47440938265727467,-1.6084820252726921,-1.0229155522954367,-1.0542564244512531,-1.0213987120903925,0.6759508198308308,0.07070287188072055,-1.4886394534245302
D33,NA,Weekend,-0.5397969927344668,-1.1383210243958257,-1.2084205225110345,-1.5066749161361825,1.7471620382676971,-0.30732952073089215,0.5762305841893965,0.8687436779943527,-0.38427166589499984,0.5349195392805313,0.5406158791075291,0.2224565209272203
D34,APAC,Weekday,2.1695321291637524,0.283928101990538,-0.22849051357522465,0.6461644796019913,1.7779635398814115,0.9943080002594924,-0.47829989204236983,-0.8587645743553395,-0.930850285678499,-0.6618993556275791,0.3865009025841433,
D35,NA,Weekday,-2.269947873592993,-0.018668165409834035,-1.10501888267669,0.6828997317257747,0.9145184925445102,-0.778352115068058,-0.4494232039998568,-0.9516186302839753,0.39107853484972793,-1.6099618136327005,-1.1255752450313365,-0.6846238368902309
D36,APAC,Weekday,1.2265189558898293,2.402472800611173,0.019958419002947973,-1.2315712450025362,0.07418646851356006,-0.8690495928393144,0.459819567679584,-1.113704507305175,-0.3694873502152196,-0.014105527874792034,0.5199437979599865,-0.07688849330569253
D37,EU,Weekday,1.2658885839184384,0.12423276155754903,-1.8138149135889818,0.9240590308341348,-0.29111340585456,-0.669762241541998,1.5076846819246998,-0.9936061884553731,0.0726674371093473,-0.7129744839879171,1.3524289333451822,-0.3640172856459016
D38,NA,Weekday,0.235699477685451,-1.3922846464652094,1.4347339874790495,-1.069520423557405,0.9104593231661252,1.1137055924878967,1.2323153785203373,1.814112807618158,-1.1707380197420307,0.40198217810193376,0.13796964947508372,0.4199154929842974
D39,NA,Weekday,1.0983195384609439,0.1093617682609666,-0.8169192120917695,-0.09725296817057151,1.539236433821109,-1.1789874683559909,0.07968424617840836,-0.9813006656330115,1.1087794071475177,-1.6484486205628128,-0.3410864686305161,
D40,APAC,Weekday,0.11691573949774224,2.361218699843453,1.555168780201241,-1.0298594049416439,2.1594044533560264,-1.192533425867206,-1.8708905030281402,-1.4984820521391229,0.20345047060584864,0.5348605862410056,-2.2110858725710423,0.4359741910730118
D41,EU,Weekday,-0.26705216894187694,0.7063895322572766,-0.3846068147112756,,0.5643451296847755,-1.1726449936648313,1.4455919954532441,0.21242712837694047,,1.2617719358489972,-0.9747583323013593,-0.08473721062979711
D42,APAC,Weekday,-0.8216979687446299,-0.9423727322045078,0.26597954616759883,0.3397911075270968,1.3314034936167187,1.3855406418634504,-0.021358303443520313,-0.837064725742036,3.2006894162813992,,-0.1066647719360443,-0.9301549437927054
D43,NA,Weekday,-0.4236743688132561,0.2809610458129779,1.1315512191882606,0.9693832320769645,0.43541520455856003,,0.16818520549662153,-0.31062453517798094,0.07093359748531192,-0.10337230330569147,0.5253252770235751,-1.882677049788851
D44,APAC,Weekend,-0.3456780081845538,-0.2913091984499482,-1.1306383412932863,-0.17272467537457903,-1.053542333997773,-0.66455314220588,-0.28968199802591327,-0.25317176598830154,-0.5737831578063911,1.1034746203028518,0.20116508652147144,0.32235142391169286
D45,EU,Weekday,0.23309275778823801,-0.6680652352061411,-0.8832190126414378,0.8396396906319311,-0.35307789716585974,-1.7711374727863118,-2.1987871028194457,0.22176018408396733,,,-0.5472541597462484,-0.40741463120912585
D46,APAC,Weekday,-0.1727376200711584,-1.2474073639911982,-0.01876241927559113,0.9861235865295895,0.6956742731715531,-1.7396246291323858,-1.3416360832729204,-1.332826383515981,-0.24806881758778748,0.8548347926475606,0.32298434001788257,-1.7536428347770534
D47,NA,Weekday,0.0548855340297183,0.8074115910201032,-0.44901397788419645,1.9041796915195384,-0.6514683046619321,1.1724823121149628,2.3512268771727713,-1.2764235960162493,-0.32368662088264316,0.5746962044923583,3.2114176473232736,-1.788465543369057
D48,EU,Weekday,0.5660502255860187,0.28479634772344853,-0.422376125602235,-0.8348524391263468,,,-1.269859497173914,1.5754850979395831,-1.1084500969390092,-0.42751935666216206,-0.6614810817470743,-0.41325393426327994
D49,EU,Weekday,0.09297792670737949,-0.7575970668912424,-0.2361299115513712,1.724460429279824,1.0562003466150676,-0.2880289987824475,0.9071776017526494,-0.7684940681716396,0.22593123980089552,-1.428542478555448,-1.1441186685244504,-0.8665563887413273
D50,APAC,Weekend,1.2375357325679868,0.23069136551733968,0.5477630343751145,0.15165292744211287,0.36690004281340965,0.4194789190652277,0.7653211887103586,0.16125667944820224,-0.9160348227250841,-0.7909189933201368,1.21417311424748,1.4118034351580457
D51,EU,Weekend,0.5593644290312714,-1.6448987146227667,1.5751705796894575,0.32293560013800954,-0.07452200371835563,0.019654884196797714,-0.3726836449464494,1.7583444171929212,1.682630668131837,-1.0648178863038098,-0.18979610932666496,0.303403442781203
D52,NA,Weekend,1.2757315165045788,-2.4296016511099845,0.9306100153138929,1.6678385960703597,-0.33409003218147443,-0.05151061493941722,1.2432582990670633,0.3670364300010354,-1.3461866164442728,,,-1.4323672744194766
D53,APAC,Weekday,-0.020088622698694922,-0.5341666902402411,0.026875453285614213,0.6927323228524527,1.7745822418939223,,-1.8808469534815446,1.3787855339791268,-0.13364709336279243,1.1517117290680596,-0.4664250621241111,0.2885643896281901
D54,EU,Weekday,-0.15115692216910454,-0.04210254117966027,1.262119145825395,-0.6727029694395235,,0.20381642924179696,-0.40621884602135155,-2.2219723133128704,0.3318116563956822,-2.86054756497825,-1.5234494373617915,-0.47797031720486144
D55,EU,Weekday,0.41265723121444153,0.8463928997612329,0.8121018951442293,0.5806033275895567,-0.3810731197227822,1.2009943137239179,-0.2837727791374032,1.10710474774028,-2.2561009649849435,-0.9718549928566751,-0.592905332102825,-0.01809848878052289
D56,NA,Weekday,-2.4127489124314896,0.7992262803133799,0.9761306921467793,0.7730921193145918,,1.4414901451598272,-0.563981532939405,0.8934708274230185,-0.07425126800393837,-0.03460698643809272,-0.1708160317246239,-0.036551703621456044
D57,LATAM,Weekday,1.0980656195486387,1.4262948368718977,1.4146798325935506,0.8944382125371442,0.6536706999040046,0.43715219994180193,1.7463581323760073,-0.45709595860637775,-0.6493088229068055,0.032963117817324916,-1.6850414555567257,-0.25259825623226023
D58,APAC,Weekday,-0.07403130338081094,-1.0442294280876843,-0.5927768060130401,0.6801706742984461,-0.24597319300584314,0.0605624790807682,1.019723577591571,-0.6300505455805765,-1.1603775843622437,-0.056874789828144874,0.40927072213212484,-1.8296747010526462
D59,EU,Weekday,0.6419541419789003,-0.32966399622830833,-0.4293240179545183,-0.8768785532047096,-0.19960550563234847,0.9502709200325532,0.5138727501395022,0.7978060391320241,,1.5822318678667266,1.2656574740521598,-0.029725810375699182
D60,EU,Weekday,-2.6397593850863266,0.051140893742231706,2.7477694261354904,-0.06413405964161345,-1.0302259320306406,1.699101360854042,-0.6236921471538267,0.4874809011332863,0.7590036886804122,-1.4796722274878387,0.1211950758801265,1.188629629617119
D61,APAC,Weekday,-0.3334394366696208,0.6490912379587738,-0.026832015128917905,1.0250473799310784,1.8482250435756664,-1.103028410596697,-0.2903887884551825,0.3915681005183856,-0.6351794880540611,-0.830046050981033,-0.34976636920928,-0.2730431020454513
D62,APAC,Weekend,-0.6579439655133987,0.32687148830437346,0.8064775064181441,0.7452732604079831,0.6793565437560228,1.1925059690810065,-1.3668279142521265,-0.11661019648277521,0.18902023978989765,0.5257713508898616,-1.6161100511110431,1.880722064149973
D63,LATAM,Weekday,-0.890609768585873,0.26406506750470815,0.7373063121228784,1.086837329500493,-0.6864257626362601,-0.5418099338392419,0.37119979563350913,0.5874591157672819,0.9121998473989209,-0.05582628340869579,-0.693849578432683,-1.3346942756616713
D64,LATAM,Weekday,1.746438081190281,-1.373371783495628,0.7012097296469607,,0.7643873699404071,0.9565125354751682,1.3526022782882672,-0.05576756728167199,0.4001283334441603,-1.9514182664487305,0.04876545829666545,-0.9044565380162529
D65,NA,Weekend,-0.15026612590658195,1.2414271028448371,0.1107117361964531,1.0951866720397732,-0.19669953688450792,0.40445787982883813,-0.4089965119768548,-2.5413485864568868,-0.7090345507355514,-0.2615844501075883,0.16263187808642082,0.00800948080756925
D66,EU,Weekend,-0.12070629853172764,0.9542377824586802,0.6315830509400832,-0.39150714068402187,0.8785427222806999,-1.9795564420897462,,-0.1402761389817697,1.3107048020496535,-0.5285006508190433,-1.4638393843666762,0.18565497299100928
D67,NA,Weekend,1.7025288467392323,-0.19954437395834812,-0.08885672248668679,-0.19460858642380158,0.06272995790622045,1.314310798257788,1.9753322229393087,0.4832553106389486,-0.0918163043884577,1.8662996458896992,0.11242688265900624,0.07961557546282468
D68,EU,Weekday,-0.3437811587798576,-0.30118633863172667,0.25540510552835327,-0.27267541525567335,0.4331528556099144,0.10716797851233985,0.5713014876800374,-0.36581114317912483,-0.18409698327207594,0.25963467724817463,0.08447396691724102,0.1162250414482798
D69,NA,Weekend,1.1861832698085737,-1.055888657389102,-1.9253191109569117,0.7410639947318538,-0.22561986704351605,1.365571149079905,-0.06916807665323477,-1.1529960923122502,2.209673259297284,0.4164744434431397,-0.43637006541888024,-0.7360038856737066
D70,APAC,Weekday,0.5774366415458146,-0.6614927628125576,0.40474537683060713,1.1789234384616334,-1.3746085411924505,-0.342269285444436,0.4931907977510797,1.6741942013317574,0.9432336905891583,-0.44155559899697083,1.4748158566184224,-0.34574965878330255
D71,EU,Weekday,-0.15004012557106503,0.3898969376527775,-1.083081931998486,3.0854798396656498,1.2088433969376897,0.23018633911821673,-0.5578021411494241,-1.1485147146326482,0.38197101743593453,0.7043656015165514,-0.3888999631968972,-0.18550689780207988
D72,EU,Weekday,0.5663305608854327,-0.05143167464466838,-1.846236901638028,0.6746386034210178,0.2520367250226202,0.7380556397040009,-0.7474550351776356,-2.117336387601018,-1.2406656684570219,0.305211001237159,2.0855902739609173,2.35953984905098
D73,EU,Holiday,0.3095015189217781,-1.451272818831289,-0.330059784008232,0.4528268840991813,0.44233568751246816,0.10045364403482364,1.3445229157436454,-0.8935858524120396,-2.160679115788539,-0.8722095689354011,-1.1567595113166877,2.2383393953474715
D74,APAC,Weekend,-0.1810783437474457,-1.4233084109064718,0.6217974105970071,1.011502186807928,0.058089846826906176,0.1974130647066961,1.0283843262953716,0.5193402167916958,-0.6950400139837197,,0.9332226590758176,0.3464416749926868
D75,EU,Weekday,0.8773103010205725,0.5889438539273308,-0.2322377428347111,-0.14278636898811958,0.6175615415124089,-0.5498571879512028,1.1552773239864644,1.222113135472217,-2.0289232647302438,-0.066798578841203,-0.7479574051691098,-0.6313991973962176
D76,NA,Weekend,0.14763064702487383,-0.16671602775993527,0.5672833000882012,0.32397067888589576,0.37278447643627494,-0.7809237745805276,-0.346318385872381,1.4606273617911896,-2.477551330784508,1.7194560755264336,-0.559273508577867,1.1809739807048127
D77,NA,Weekend,-2.5934681780555957,-0.4172422066203781,0.8498452567032037,0.15123585154399732,1.017000149065592,-0.8736842429394733,-0.5583823872682888,-0.6528102335339975,0.5086835479791902,0.4635720644084251,-0.12148207540324095,-0.262915619035969
D78,NA,Weekend,-0.29078393391910157,0.08816318452985057,-0.9471904865618624,-0.05579492396806794,-0.1426280135133216,-0.5388036795027642,-0.5688106167300842,1.478370680841689,-0.6132578395462746,0.4131895998936974,1.369019507220985,0.7414494611441541
D79,NA,Weekday,0.021222331358729137,1.0147993077727848,-1.4245436941455,-1.2297908409748728,-0.39544501457517983,-0.21922183587968694,-0.0946068703046336,1.8807502455567002,1.6889960607631016,-0.0371186733874933,0.25607026547713,-0.9063257043632867
D80,NA,Weekday,0.31981032972820345,-1.3414919304077717,1.4003159547592585,-0.5182277237875536,0.558352650047969,-1.3054751180505142,1.3920414434637256,0.6121085516404557,1.9603221754030766,0.06880821542642751,-1.6192744416745857,-0.7836555381336975
D81,NA,Weekday,-1.254983927920359,1.5789010707171718,-0.6240351398284477,-0.7520885472306478,0.5961041896834066,0.26692355189900907,0.49331259939127714,-0.5014783439448249,-1.9977048452873125,-1.358746989701902,-2.1955410713283308,1.281151287562132
D82,APAC,Weekday,0.9107116624453112,-0.3736672254452701,0.6244940207266196,0.6740171027029321,0.6370160395245991,0.5329550714673004,0.8849896399117271,0.08319980739660494,-2.2197544728927694,-2.7671479813783915,1.2661325294841919,0.5985092370992923
D83,EU,Weekday,-2.513091081955523,0.175597387617094,-0.8778885807582136,-0.5470703404220942,-2.6035733486253654,0.7730420271483135,-0.08337651441633963,0.8184472610581524,1.0909301982139303,1.291429473463188,1.651471113353675,0.2938899282030865
D84,EU,Weekday,0.21910041070571892,-0.6378501326610689,0.5308942323229342,-0.23721156134274174,-1.1766219633417618,,0.7178793939051659,-2.686272793370782,-1.8652604478345403,-0.21743433082952462,-1.3427803670375726,1.2363805706513902
D85,LATAM,Weekday,0.18953464857991598,0.5801955409606447,0.9510851428880995,1.3563027711683824,-0.26498530983225876,0.6413771189984931,0.26859356394952816,0.8188198962436904,0.5744880490098342,1.447744045130255,0.5568192965496859,-0.46571160979319537
D86,NA,Weekday,0.1376372666292789,-1.1254575948948649,0.338876262592261,1.5380631852768787,-0.5913894886994043,-1.6454372065136302,-0.06284857118102541,-0.49137055350817466,0.016428369655774832,-0.5778104878096118,0.09673240370181935,-1.0068999691202083
D87,APAC,Weekday,1.581239964096315,-0.21003289077989754,0.5357536315076195,0.783721739267865,-0.13521368186165536,0.47452514516842353,-0.2298995583657847,-0.43110718813450166,-0.20606728752008519,0.5109775314030589,-1.2564074335793118,-0.8929642179043561
D88,EU,Weekday,,-0.5500767738943609,1.1840857612465083,-0.011641814373669646,-0.28777951377730093,0.16539077650230466,1.0871130056036717,-0.7321181445502125,1.0507213918958465,-2.3199417174809054,-0.8684541745668504,1.507183386245399
D89,EU,Weekday,1.5896632067970156,0.2225049716443769,-0.39732019257668355,0.8606379806386183,-0.3788486987024848,1.589354471865613,1.22437870803664,0.8096656445194763,-0.8090340096798884,1.0170713886224447,-0.20900614111773344,-0.1919684179666288
D90,APAC,Weekday,-0.37999948119885085,-0.07390086549318707,0.5484032630625068,0.8982379930588585,0.9009650508619939,3.461975812198339,-0.28949683254759656,1.220687090556914,-0.6074744643826431,-0.13559356955212984,-1.1070897477778405,1.2783648473151359
D91,NA,Weekday,0.32530102884382905,0.19673271238819404,-0.05076907672205926,0.9954398986697778,-0.4308931800945763,0.47262313108382364,2.601780263858176,-0.06975677974879145,-0.5530276906476624,,0.8936075702461114,0.14561069753388972
D92,NA,Weekday,-0.6777259394638357,-0.7575229019692798,0.10953267409266505,-0.9263281322345932,2.1879983507674385,-0.11289455823449174,-0.09870238492222085,-0.011596324174187732,-1.7397468283883843,-1.376115349380877,-0.28289792085396775,0.05640479473521872
D93,APAC,Weekend,-1.162771532138111,1.785566746099955,0.5405978718441588,1.3808759316769983,1.2594969286543771,-0.1428890851200338,2.5305994250190116,0.2068256193456146,-1.8114998792111021,-2.2635769966387214,0.08621683356840104,0.9589614018672387
D94,NA,Weekday,0.1546818067013044,1.8261101788286802,-0.21695712755914406,0.6511130126669618,0.8222477996941746,-0.9502242926358667,0.392308303219399,0.4502520267572103,1.1824887933921653,1.2986473535673033,1.0718253580890849,-0.6805582591656546
D95,EU,Weekday,0.8191123618819598,1.1575692991584958,0.11704687544443716,0.8338952802693204,0.8522428089798105,1.2664036243052035,0.15629106475225785,0.5567901421089588,0.2756987163565689,0.14380394912694414,-0.5393582047464877,-0.2591005475477326
D96,LATAM,Weekend,-1.0482252326742807,-0.12300427045226744,0.7626716869170078,0.6926979172916624,0.8212602692460533,-0.04029032247155063,1.463332332327928,-0.3866196969603855,0.8377954816343641,0.4878598349266892,-0.6762715429644899,-0.6349690721309847
D97,APAC,Weekday,0.817240615256051,0.10800997047890791,0.34199801557471066,3.1454514346691163,0.6376298081207287,0.19269091598674365,0.8082307025282823,-0.527036358666833,-0.10175089104319046,0.5183646411347614,-0.7422105582512388,0.04370957033242056
D98,EU,Holiday,-0.11002669822977805,0.1836902527602934,-1.6897195891420733,1.8469718886727615,-0.011042965662956752,0.6251773931261065,-0.9586174038857389,-1.2286593455313648,0.10296606456455153,-0.2454180321120895,0.7267584266520736,-0.8454171742400453
D99,NA,Weekday,-0.906482079108751,0.41043942960045543,0.7762632235897637,0.9990701037017224,0.04712416100799362,0.3399589739665193,-0.7172947680910374,1.3934685322296425,1.2167714358547543,1.184485116119209,-1.526477468115717,
D100,NA,Weekend,-0.6543939976564392,0.5665847949490916,0.5031830483476137,1.292276287495068,-0.11715101927872311,-0.2696831150950125,-0.9355536720989021,-1.1131108739504751,0.649467065052943,-0.8379332215975341,0.737760329855047,-0.3136910564070351
D101,EU,Weekday,-0.5008197119862878,1.0231952717211168,0.9223532319924099,-0.9249629169229349,-0.10676532683440718,0.05238313345425344,0.7250098159023995,-0.6740159543695364,-0.35753886570844284,-0.05530719002482698,0.7487698382074467,0.9487173912672995
D102,EU,Weekday,-0.48278022329012993,1.8079182754210197,0.47982075211567626,-0.7389900770597665,-1.4927970275727653,-0.442468506775601,-2.3194566653640143,0.23605211572413304,0.6094559925289933,1.3207669550859953,,-1.655145187986146
D103,EU,Weekday,-0.23097193032433191,0.7475098329091059,-2.1160521047867986,-0.770068864925742,0.6731864125195379,0.10445548364997026,-1.956001571101176,-0.4548743857309022,0.0699218550232026,2.1238126076023134,-0.3893766243574423,-0.8562384642203117
D104,EU,Weekend,0.2943591212258871,0.3836160003252621,0.617880602302077,1.4891741722062812,-0.015094940227364352,-1.3191175226023337,0.09264278656023406,0.06890743261961611,1.018456059042816,0.8915730763711384,-0.6808673035867275,0.8211900058320188
D105,NA,Weekday,1.0518643349406287,-0.1337406424333576,,0.22048697775460138,0.2323184860273078,-0.09245859346425732,0.8569644037237005,2.924312705774475,0.2819244646188208,-1.1054295066685638,-0.17532470016056242,-0.5251319109645468
D106,EU,Weekday,0.3785272756527488,-0.08363781396014451,2.5882174703058647,0.8003114655574041,1.9123836113864392,-0.6496438925102328,-0.15487206841441395,2.1100904579460837,-1.6182475564569474,0.19722232017595961,-1.4914143429608442,1.5902358367542362
D107,LATAM,Weekday,-1.3583532212786615,-0.24897045047344613,-0.12403287189826336,-1.6318071542476287,2.5201662653425148,-0.11530408605876774,1.6974281632043804,-0.6418100450660127,-1.412804858179056,0.26662922480712775,0.23930898428928452,2.9681470229938838
D108,EU,Weekend,-1.0056681199883315,-1.5128730579158047,-0.6575276493912443,0.35047641580652195,0.6110871491070892,-0.6999587907738647,-0.30247392714535476,0.591054753593289,1.13320549081366,-0.551243163315133,0.17320941099369438,-2.720496186267089
D109,APAC,Weekday,-0.9278190222137469,0.4688212020802104,0.027507301995173733,-0.1452794700697182,1.6506299747332775,-0.2497419231774863,-1.055432686937639,0.2488909512583341,0.24604477952494783,-1.1061306337389611,1.040767757532437,1.7434411203715783
D110,EU,Weekend,-0.5513928405148191,-0.8346754615381435,-0.04450682975182431,1.284952787586268,-0.5253913911110045,-0.6917136060715103,-0.5525239886632135,0.27952145846740584,0.253242064874768,-0.13130284525013175,1.2427358581554626,2.2906592551654703
D111,EU,Weekend,-0.5385398227591375,1.0808729351909103,0.31182728742639687,3.041652890886762,-0.8393802113627903,-0.30346932882336075,0.1465742365355077,-1.3857345759174995,-0.16950759533689783,0.7544266286401694,-1.4063633360402716,0.16896585872116976
D112,APAC,Weekend,1.8284618009202969,-0.5581639918486088,-0.8585903815166754,-2.495088459447163,-0.0692407742106872,-1.5892738377214928,0.5974473483032843,1.6857013174328637,0.5977972588970244,-0.7537179422429544,0.6933796896219981,-0.43235698116972
D113,EU,Weekend,-1.0918796202533612,-0.4621101448783374,0.2774891390006297,-0.32748826173049855,0.5651926737859668,2.1844400613477952,0.6509824958861681,0.7930816398621545,-0.6302903886983895,1.3683459385755932,0.38917068464957666,1.0463654814253174
D114,NA,Weekday,-0.7439660591236755,0.26815200916292803,-2.320814675455889,-0.32530239625516794,-0.8129117055298768,-0.9757221911177248,1.7658821076882223,-1.5063774210613556,-0.12095893579928099,-0.11403053615192105,0.5591811792270043,1.037373154689386
